"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
1 Jul 2007 12:00:00.000,-9.955,-23.765,900.637391,0.058052,-0.012118,-0.007326
1 Jul 2007 12:01:00.000,-6.471,-24.487,900.272592,0.058072,-0.011981,-0.004819
1 Jul 2007 12:02:00.000,-2.986,-25.204,900.060602,0.058084,-0.011904,-0.002239
1 Jul 2007 12:03:00.000,0.499,-25.917,900.004610,0.058088,-0.011884,0.000375
1 Jul 2007 12:04:00.000,3.984,-26.631,900.105460,0.058082,-0.011920,0.002983
1 Jul 2007 12:05:00.000,7.469,-27.349,900.361633,0.058067,-0.012014,0.005546
1 Jul 2007 12:06:00.000,10.952,-28.074,900.769275,0.058044,-0.012168,0.008025
1 Jul 2007 12:07:00.000,14.434,-28.810,901.322252,0.058011,-0.012388,0.010384
1 Jul 2007 12:08:00.000,17.913,-29.562,902.012251,0.057970,-0.012679,0.012587
1 Jul 2007 12:09:00.000,21.390,-30.333,902.828904,0.057919,-0.013052,0.014601
1 Jul 2007 12:10:00.000,24.863,-31.130,903.759952,0.057858,-0.013519,0.016395
1 Jul 2007 12:11:00.000,28.333,-31.958,904.791433,0.057786,-0.014097,0.017944
1 Jul 2007 12:12:00.000,31.797,-32.824,905.907898,0.057702,-0.014810,0.019225
1 Jul 2007 12:13:00.000,35.257,-33.738,907.092644,0.057606,-0.015689,0.020218
1 Jul 2007 12:14:00.000,38.710,-34.711,908.327972,0.057494,-0.016774,0.020909
1 Jul 2007 12:15:00.000,42.156,-35.756,909.595453,0.057363,-0.018125,0.021288
1 Jul 2007 12:16:00.000,45.593,-36.893,910.876206,0.057209,-0.019820,0.021351
1 Jul 2007 12:17:00.000,49.020,-38.144,912.151183,0.057023,-0.021975,0.021096
1 Jul 2007 12:18:00.000,52.435,-39.542,913.401445,0.056796,-0.024756,0.020528
1 Jul 2007 12:19:00.000,55.834,-41.132,914.608454,0.056511,-0.028414,0.019656
1 Jul 2007 12:20:00.000,59.214,-42.977,915.754334,0.056141,-0.033337,0.018493
1 Jul 2007 12:21:00.000,62.569,-45.170,916.822140,0.055641,-0.040150,0.017057
1 Jul 2007 12:22:00.000,65.887,-47.853,917.796102,0.054938,-0.049896,0.015369
1 Jul 2007 12:23:00.000,69.154,-51.252,918.661852,0.053893,-0.064406,0.013454
1 Jul 2007 12:24:00.000,72.343,-55.742,919.406633,0.052243,-0.087037,0.011341
1 Jul 2007 12:25:00.000,75.401,-61.982,920.019479,0.049443,-0.124137,0.009062
1 Jul 2007 12:26:00.000,78.230,-71.156,920.491377,0.044295,-0.187277,0.006649
1 Jul 2007 12:27:00.000,80.619,-85.281,920.815387,0.034228,-0.290921,0.004138
1 Jul 2007 12:28:00.000,82.159,-106.541,920.986751,0.015419,-0.413464,0.001567
1 Jul 2007 12:29:00.000,82.320,-132.721,921.002949,-0.010319,-0.430694,-0.001028
1 Jul 2007 12:30:00.000,81.028,-155.461,920.863744,-0.031143,-0.317383,-0.003607
1 Jul 2007 12:31:00.000,78.773,-170.935,920.571182,-0.042726,-0.205170,-0.006133
1 Jul 2007 12:32:00.000,76.013,179.058,920.129560,-0.048624,-0.134630,-0.008569
1 Jul 2007 12:33:00.000,72.992,172.329,919.545370,-0.051782,-0.093274,-0.010880
1 Jul 2007 12:34:00.000,69.826,167.541,918.827205,-0.053612,-0.068294,-0.013030
1 Jul 2007 12:35:00.000,66.572,163.953,917.985636,-0.054755,-0.052441,-0.014988
1 Jul 2007 12:36:00.000,63.263,161.144,917.033060,-0.055515,-0.041891,-0.016725
1 Jul 2007 12:37:00.000,59.915,158.862,915.983527,-0.056049,-0.034573,-0.018216
1 Jul 2007 12:38:00.000,56.540,156.954,914.852534,-0.056442,-0.029318,-0.019437
1 Jul 2007 12:39:00.000,53.144,155.317,913.656801,-0.056743,-0.025435,-0.020371
1 Jul 2007 12:40:00.000,49.732,153.883,912.414030,-0.056980,-0.022495,-0.021003
1 Jul 2007 12:41:00.000,46.307,152.604,911.142645,-0.057173,-0.020226,-0.021324
1 Jul 2007 12:42:00.000,42.872,151.446,909.861524,-0.057333,-0.018446,-0.021327
1 Jul 2007 12:43:00.000,39.427,150.383,908.589715,-0.057468,-0.017031,-0.021014
1 Jul 2007 12:44:00.000,35.976,149.397,907.346158,-0.057584,-0.015896,-0.020387
1 Jul 2007 12:45:00.000,32.518,148.471,906.149399,-0.057684,-0.014978,-0.019456
1 Jul 2007 12:46:00.000,29.054,147.596,905.017311,-0.057770,-0.014233,-0.018234
1 Jul 2007 12:47:00.000,25.586,146.761,903.966826,-0.057844,-0.013629,-0.016739
1 Jul 2007 12:48:00.000,22.113,145.958,903.013674,-0.057907,-0.013140,-0.014993
1 Jul 2007 12:49:00.000,18.637,145.182,902.172145,-0.057960,-0.012749,-0.013023
1 Jul 2007 12:50:00.000,15.158,144.426,901.454870,-0.058004,-0.012442,-0.010857
1 Jul 2007 12:51:00.000,11.677,143.687,900.872622,-0.058038,-0.012208,-0.008527
1 Jul 2007 12:52:00.000,8.194,142.960,900.434155,-0.058063,-0.012041,-0.006070
1 Jul 2007 12:53:00.000,4.709,142.241,900.146066,-0.058080,-0.011935,-0.003521
1 Jul 2007 12:54:00.000,1.224,141.527,900.012689,-0.058087,-0.011887,-0.000919
1 Jul 2007 12:55:00.000,-2.261,140.814,900.036032,-0.058086,-0.011895,0.001696
1 Jul 2007 12:56:00.000,-5.746,140.098,900.215744,-0.058076,-0.011960,0.004286
1 Jul 2007 12:57:00.000,-9.230,139.377,900.549120,-0.058057,-0.012084,0.006812
1 Jul 2007 12:58:00.000,-12.712,138.647,901.031143,-0.058029,-0.012271,0.009235
1 Jul 2007 12:59:00.000,-16.193,137.903,901.654563,-0.057992,-0.012525,0.011519
1 Jul 2007 13:00:00.000,-19.671,137.142,902.410011,-0.057945,-0.012856,0.013631
1 Jul 2007 13:01:00.000,-23.146,136.359,903.286141,-0.057889,-0.013275,0.015537
1 Jul 2007 13:02:00.000,-26.618,135.547,904.269808,-0.057823,-0.013796,0.017211
1 Jul 2007 13:03:00.000,-30.085,134.701,905.346268,-0.057745,-0.014439,0.018626
1 Jul 2007 13:04:00.000,-33.547,133.812,906.499409,-0.057655,-0.015231,0.019764
1 Jul 2007 13:05:00.000,-37.003,132.869,907.711991,-0.057551,-0.016208,0.020605
1 Jul 2007 13:06:00.000,-40.453,131.862,908.965913,-0.057430,-0.017420,0.021140
1 Jul 2007 13:07:00.000,-43.894,130.773,910.242481,-0.057288,-0.018933,0.021359
1 Jul 2007 13:08:00.000,-47.327,129.582,911.522694,-0.057119,-0.020843,0.021261
1 Jul 2007 13:09:00.000,-50.748,128.261,912.787525,-0.056915,-0.023289,0.020847
1 Jul 2007 13:10:00.000,-54.156,126.773,914.018202,-0.056661,-0.026476,0.020124
1 Jul 2007 13:11:00.000,-57.546,125.063,915.196489,-0.056337,-0.030713,0.019103
1 Jul 2007 13:12:00.000,-60.914,123.056,916.304948,-0.055908,-0.036493,0.017800
1 Jul 2007 13:13:00.000,-64.252,120.637,917.327199,-0.055318,-0.044620,0.016233
1 Jul 2007 13:14:00.000,-67.547,117.628,918.248153,-0.054465,-0.056474,0.014427
1 Jul 2007 13:15:00.000,-70.779,113.738,919.054233,-0.053159,-0.074528,0.012409
1 Jul 2007 13:16:00.000,-73.910,108.471,919.733565,-0.051025,-0.103407,0.010208
1 Jul 2007 13:17:00.000,-76.869,100.943,920.276153,-0.047252,-0.151830,0.007856
1 Jul 2007 13:18:00.000,-79.513,89.573,920.674018,-0.040058,-0.234126,0.005390
1 Jul 2007 13:19:00.000,-81.539,72.004,920.921312,-0.025987,-0.356039,0.002844
1 Jul 2007 13:20:00.000,-82.436,47.448,921.014403,-0.002606,-0.443780,0.000256
1 Jul 2007 13:21:00.000,-81.824,21.995,920.951923,0.022068,-0.380754,-0.002336
1 Jul 2007 13:22:00.000,-79.974,2.962,920.734789,0.037966,-0.255527,-0.004893
1 Jul 2007 13:23:00.000,-77.422,-9.429,920.366192,0.046188,-0.164841,-0.007378
1 Jul 2007 13:24:00.000,-74.509,-17.561,919.851549,0.050449,-0.111026,-0.009755
1 Jul 2007 13:25:00.000,-71.405,-23.186,919.198426,0.052822,-0.079160,-0.011989
1 Jul 2007 13:26:00.000,-68.189,-27.300,918.416433,0.054251,-0.059434,-0.014046
1 Jul 2007 13:27:00.000,-64.905,-30.455,917.517086,0.055175,-0.046603,-0.015896
1 Jul 2007 13:28:00.000,-61.574,-32.973,916.513641,0.055807,-0.037875,-0.017511
1 Jul 2007 13:29:00.000,-58.211,-35.051,915.420906,0.056262,-0.031710,-0.018868
1 Jul 2007 13:30:00.000,-54.825,-36.812,914.255026,0.056603,-0.027215,-0.019946
1 Jul 2007 13:31:00.000,-51.420,-38.339,913.033248,0.056869,-0.023851,-0.020729
1 Jul 2007 13:32:00.000,-48.002,-39.689,911.773674,0.057082,-0.021277,-0.021205
1 Jul 2007 13:33:00.000,-44.571,-40.904,910.494990,0.057257,-0.019274,-0.021365
1 Jul 2007 13:34:00.000,-41.131,-42.011,909.216196,0.057404,-0.017691,-0.021208
1 Jul 2007 13:35:00.000,-37.683,-43.033,907.956321,0.057529,-0.016427,-0.020735
1 Jul 2007 13:36:00.000,-34.228,-43.987,906.734141,0.057636,-0.015408,-0.019953
1 Jul 2007 13:37:00.000,-30.767,-44.886,905.567895,0.057729,-0.014582,-0.018873
1 Jul 2007 13:38:00.000,-27.301,-45.740,904.475016,0.057808,-0.013912,-0.017511
1 Jul 2007 13:39:00.000,-23.831,-46.558,903.471857,0.057877,-0.013369,-0.015886
1 Jul 2007 13:40:00.000,-20.356,-47.346,902.573450,0.057935,-0.012932,-0.014023
1 Jul 2007 13:41:00.000,-16.879,-48.111,901.793271,0.057983,-0.012584,-0.011950
1 Jul 2007 13:42:00.000,-13.398,-48.858,901.143036,0.058022,-0.012315,-0.009697
1 Jul 2007 13:43:00.000,-9.916,-49.590,900.632516,0.058052,-0.012116,-0.007299
1 Jul 2007 13:44:00.000,-6.432,-50.313,900.269389,0.058073,-0.011980,-0.004790
1 Jul 2007 13:45:00.000,-2.947,-51.029,900.059119,0.058085,-0.011903,-0.002210
1 Jul 2007 13:46:00.000,0.538,-51.743,900.004869,0.058088,-0.011884,0.000404
1 Jul 2007 13:47:00.000,4.023,-52.456,900.107458,0.058082,-0.011921,0.003011
1 Jul 2007 13:48:00.000,7.507,-53.174,900.365340,0.058067,-0.012015,0.005574
1 Jul 2007 13:49:00.000,10.991,-53.900,900.774635,0.058044,-0.012170,0.008052
1 Jul 2007 13:50:00.000,14.472,-54.636,901.329184,0.058011,-0.012391,0.010410
1 Jul 2007 13:51:00.000,17.952,-55.388,902.020651,0.057969,-0.012683,0.012610
1 Jul 2007 13:52:00.000,21.429,-56.160,902.838646,0.057918,-0.013056,0.014622
1 Jul 2007 13:53:00.000,24.902,-56.956,903.770890,0.057857,-0.013524,0.016414
1 Jul 2007 13:54:00.000,28.371,-57.785,904.803403,0.057785,-0.014104,0.017960
1 Jul 2007 13:55:00.000,31.836,-58.652,905.920720,0.057701,-0.014819,0.019237
1 Jul 2007 13:56:00.000,35.295,-59.566,907.106127,0.057605,-0.015699,0.020227
1 Jul 2007 13:57:00.000,38.748,-60.540,908.341915,0.057492,-0.016788,0.020915
1 Jul 2007 13:58:00.000,42.194,-61.586,909.609648,0.057361,-0.018142,0.021291
1 Jul 2007 13:59:00.000,45.631,-62.724,910.890443,0.057207,-0.019841,0.021350
1 Jul 2007 14:00:00.000,49.058,-63.976,912.165248,0.057021,-0.022002,0.021091
1 Jul 2007 14:01:00.000,52.473,-65.376,913.415131,0.056794,-0.024791,0.020520
1 Jul 2007 14:02:00.000,55.872,-66.969,914.621558,0.056508,-0.028461,0.019645
1 Jul 2007 14:03:00.000,59.252,-68.817,915.766662,0.056136,-0.033401,0.018478
1 Jul 2007 14:04:00.000,62.606,-71.015,916.833510,0.055635,-0.040239,0.017039
1 Jul 2007 14:05:00.000,65.924,-73.704,917.806345,0.054928,-0.050026,0.015349
1 Jul 2007 14:06:00.000,69.190,-77.113,918.670818,0.053879,-0.064605,0.013432
1 Jul 2007 14:07:00.000,72.377,-81.618,919.414189,0.052220,-0.087354,0.011317
1 Jul 2007 14:08:00.000,75.434,-87.883,920.025515,0.049402,-0.124668,0.009036
1 Jul 2007 14:09:00.000,78.259,-97.098,920.495804,0.044217,-0.188185,0.006621
1 Jul 2007 14:10:00.000,80.642,-111.293,920.818140,0.034074,-0.292306,0.004110
1 Jul 2007 14:11:00.000,82.170,-132.635,920.987789,0.015155,-0.414525,0.001538
1 Jul 2007 14:12:00.000,82.313,-158.826,921.002257,-0.010599,-0.429927,-0.001056
1 Jul 2007 14:13:00.000,81.007,178.510,920.861333,-0.031318,-0.315947,-0.003635
1 Jul 2007 14:14:00.000,78.745,163.111,920.567087,-0.042815,-0.204166,-0.006161
1 Jul 2007 14:15:00.000,75.981,153.150,920.123841,-0.048671,-0.134039,-0.008596
1 Jul 2007 14:16:00.000,72.958,146.449,919.538111,-0.051808,-0.092924,-0.010904
1 Jul 2007 14:17:00.000,69.790,141.678,918.818513,-0.053628,-0.068076,-0.013053
1 Jul 2007 14:18:00.000,66.536,138.101,917.975638,-0.054765,-0.052300,-0.015009
1 Jul 2007 14:19:00.000,63.226,135.298,917.021905,-0.055522,-0.041794,-0.016743
1 Jul 2007 14:20:00.000,59.877,133.021,915.971379,-0.056054,-0.034505,-0.018231
1 Jul 2007 14:21:00.000,56.502,131.117,914.839572,-0.056446,-0.029268,-0.019449
1 Jul 2007 14:22:00.000,53.106,129.482,913.643217,-0.056746,-0.025397,-0.020380
1 Jul 2007 14:23:00.000,49.694,128.050,912.400025,-0.056982,-0.022467,-0.021009
1 Jul 2007 14:24:00.000,46.269,126.773,911.128428,-0.057175,-0.020204,-0.021326
1 Jul 2007 14:25:00.000,42.833,125.616,909.847305,-0.057335,-0.018428,-0.021326
1 Jul 2007 14:26:00.000,39.389,124.554,908.575706,-0.057470,-0.017017,-0.021008
1 Jul 2007 14:27:00.000,35.937,123.568,907.332568,-0.057585,-0.015885,-0.020378
1 Jul 2007 14:28:00.000,32.479,122.644,906.136431,-0.057685,-0.014969,-0.019444
1 Jul 2007 14:29:00.000,29.016,121.769,905.005159,-0.057770,-0.014226,-0.018218
1 Jul 2007 14:30:00.000,25.547,120.934,903.955671,-0.057844,-0.013623,-0.016721
1 Jul 2007 14:31:00.000,22.074,120.132,903.003684,-0.057907,-0.013136,-0.014972
1 Jul 2007 14:32:00.000,18.598,119.356,902.163470,-0.057961,-0.012746,-0.013000
1 Jul 2007 14:33:00.000,15.119,118.600,901.447639,-0.058004,-0.012439,-0.010832
1 Jul 2007 14:34:00.000,11.638,117.861,900.866945,-0.058038,-0.012206,-0.008501
1 Jul 2007 14:35:00.000,8.155,117.134,900.430117,-0.058063,-0.012040,-0.006042
1 Jul 2007 14:36:00.000,4.671,116.415,900.143728,-0.058080,-0.011934,-0.003492
1 Jul 2007 14:37:00.000,1.186,115.701,900.012086,-0.058087,-0.011886,-0.000890
1 Jul 2007 14:38:00.000,-2.300,114.988,900.037173,-0.058086,-0.011895,0.001725
1 Jul 2007 14:39:00.000,-5.785,114.273,900.218612,-0.058076,-0.011961,0.004315
1 Jul 2007 14:40:00.000,-9.269,113.551,900.553672,-0.058056,-0.012086,0.006840
1 Jul 2007 14:41:00.000,-12.751,112.821,901.037310,-0.058028,-0.012273,0.009261
1 Jul 2007 14:42:00.000,-16.232,112.077,901.662253,-0.057991,-0.012529,0.011544
1 Jul 2007 14:43:00.000,-19.710,111.316,902.419109,-0.057945,-0.012861,0.013653
1 Jul 2007 14:44:00.000,-23.185,110.532,903.296509,-0.057888,-0.013280,0.015557
1 Jul 2007 14:45:00.000,-26.656,109.720,904.281291,-0.057822,-0.013802,0.017228
1 Jul 2007 14:46:00.000,-30.123,108.874,905.358695,-0.057744,-0.014447,0.018641
1 Jul 2007 14:47:00.000,-33.585,107.984,906.512593,-0.057654,-0.015241,0.019775
1 Jul 2007 14:48:00.000,-37.042,107.041,907.725736,-0.057550,-0.016220,0.020613
1 Jul 2007 14:49:00.000,-40.491,106.033,908.980013,-0.057429,-0.017435,0.021144
1 Jul 2007 14:50:00.000,-43.933,104.943,910.256727,-0.057287,-0.018951,0.021360
1 Jul 2007 14:51:00.000,-47.365,103.750,911.536874,-0.057117,-0.020867,0.021258
1 Jul 2007 14:52:00.000,-50.786,102.428,912.801427,-0.056912,-0.023320,0.020841
1 Jul 2007 14:53:00.000,-54.193,100.937,914.031622,-0.056658,-0.026516,0.020115
1 Jul 2007 14:54:00.000,-57.584,99.225,915.209227,-0.056333,-0.030767,0.019090
1 Jul 2007 14:55:00.000,-60.951,97.214,916.316816,-0.055903,-0.036568,0.017784
1 Jul 2007 14:56:00.000,-64.289,94.790,917.338022,-0.055310,-0.044728,0.016215
1 Jul 2007 14:57:00.000,-67.583,91.773,918.257771,-0.054453,-0.056634,0.014406
1 Jul 2007 14:58:00.000,-70.814,87.871,919.062503,-0.053141,-0.074778,0.012385
1 Jul 2007 14:59:00.000,-73.944,82.584,919.740367,-0.050994,-0.103816,0.010182
1 Jul 2007 15:00:00.000,-76.901,75.024,920.281386,-0.047196,-0.152527,0.007830
1 Jul 2007 15:01:00.000,-79.539,63.599,920.677606,-0.039947,-0.235287,0.005362
1 Jul 2007 15:02:00.000,-81.556,45.949,920.923203,-0.025776,-0.357470,0.002815
1 Jul 2007 15:03:00.000,-82.438,21.334,921.014568,-0.002313,-0.443972,0.000227
1 Jul 2007 15:04:00.000,-81.809,-4.076,920.950359,0.022300,-0.379406,-0.002365
1 Jul 2007 15:05:00.000,-79.949,-23.026,920.731520,0.038092,-0.254274,-0.004921
1 Jul 2007 15:06:00.000,-77.391,-35.356,920.361266,0.046252,-0.164070,-0.007406
1 Jul 2007 15:07:00.000,-74.476,-43.452,919.845038,0.050483,-0.110575,-0.009781
1 Jul 2007 15:08:00.000,-71.370,-49.057,919.190426,0.052842,-0.078886,-0.012013
1 Jul 2007 15:09:00.000,-68.153,-53.157,918.407062,0.054264,-0.059260,-0.014067
1 Jul 2007 15:10:00.000,-64.868,-56.304,917.506482,0.055183,-0.046486,-0.015915
1 Jul 2007 15:11:00.000,-61.537,-58.816,916.501960,0.055813,-0.037794,-0.017528
1 Jul 2007 15:12:00.000,-58.174,-60.890,915.408321,0.056266,-0.031652,-0.018882
1 Jul 2007 15:13:00.000,-54.787,-62.648,914.241723,0.056607,-0.027172,-0.019957
1 Jul 2007 15:14:00.000,-51.383,-64.173,913.019424,0.056872,-0.023818,-0.020736
1 Jul 2007 15:15:00.000,-47.964,-65.521,911.759533,0.057084,-0.021252,-0.021208
1 Jul 2007 15:16:00.000,-44.533,-66.734,910.480743,0.057259,-0.019254,-0.021365
1 Jul 2007 15:17:00.000,-41.093,-67.840,909.202055,0.057406,-0.017676,-0.021205
1 Jul 2007 15:18:00.000,-37.645,-68.862,907.942496,0.057530,-0.016414,-0.020728
1 Jul 2007 15:19:00.000,-34.190,-69.815,906.720838,0.057637,-0.015398,-0.019943
1 Jul 2007 15:20:00.000,-30.729,-70.713,905.555314,0.057730,-0.014574,-0.018859
1 Jul 2007 15:21:00.000,-27.263,-71.567,904.463343,0.057809,-0.013905,-0.017494
1 Jul 2007 15:22:00.000,-23.792,-72.384,903.461269,0.057878,-0.013363,-0.015867
1 Jul 2007 15:23:00.000,-20.317,-73.173,902.564105,0.057936,-0.012927,-0.014001
1 Jul 2007 15:24:00.000,-16.840,-73.937,901.785309,0.057984,-0.012581,-0.011926
1 Jul 2007 15:25:00.000,-13.360,-74.684,901.136577,0.058022,-0.012313,-0.009671
1 Jul 2007 15:26:00.000,-9.877,-75.416,900.627658,0.058052,-0.012114,-0.007271
1 Jul 2007 15:27:00.000,-6.394,-76.139,900.266204,0.058073,-0.011979,-0.004762
1 Jul 2007 15:28:00.000,-2.909,-76.855,900.057654,0.058085,-0.011903,-0.002181
1 Jul 2007 15:29:00.000,0.576,-77.568,900.005148,0.058088,-0.011884,0.000433
1 Jul 2007 15:30:00.000,4.062,-78.282,900.109476,0.058082,-0.011922,0.003040
1 Jul 2007 15:31:00.000,7.546,-79.000,900.369067,0.058067,-0.012017,0.005602
1 Jul 2007 15:32:00.000,11.029,-79.725,900.780014,0.058043,-0.012172,0.008079
1 Jul 2007 15:33:00.000,14.511,-80.462,901.336136,0.058011,-0.012393,0.010435
1 Jul 2007 15:34:00.000,17.991,-81.214,902.029070,0.057969,-0.012686,0.012634
1 Jul 2007 15:35:00.000,21.467,-81.986,902.848406,0.057917,-0.013061,0.014643
1 Jul 2007 15:36:00.000,24.940,-82.783,903.781844,0.057856,-0.013530,0.016433
1 Jul 2007 15:37:00.000,28.410,-83.612,904.815388,0.057784,-0.014111,0.017976
1 Jul 2007 15:38:00.000,31.874,-84.479,905.933557,0.057700,-0.014828,0.019250
1 Jul 2007 15:39:00.000,35.333,-85.394,907.119623,0.057604,-0.015710,0.020236
1 Jul 2007 15:40:00.000,38.786,-86.369,908.355869,0.057491,-0.016801,0.020921
1 Jul 2007 15:41:00.000,42.232,-87.416,909.623852,0.057360,-0.018158,0.021293
1 Jul 2007 15:42:00.000,45.669,-88.555,910.904685,0.057205,-0.019862,0.021348
1 Jul 2007 15:43:00.000,49.096,-89.809,912.179317,0.057019,-0.022029,0.021087
1 Jul 2007 15:44:00.000,52.511,-91.211,913.428818,0.056791,-0.024827,0.020512
1 Jul 2007 15:45:00.000,55.910,-92.805,914.634660,0.056504,-0.028508,0.019633
1 Jul 2007 15:46:00.000,59.289,-94.657,915.778985,0.056131,-0.033465,0.018464
1 Jul 2007 15:47:00.000,62.643,-96.859,916.844872,0.055628,-0.040329,0.017022
1 Jul 2007 15:48:00.000,65.961,-99.555,917.816580,0.054919,-0.050157,0.015329
1 Jul 2007 15:49:00.000,69.226,-102.973,918.679773,0.053864,-0.064804,0.013409
1 Jul 2007 15:50:00.000,72.412,-107.494,919.421733,0.052197,-0.087672,0.011292
1 Jul 2007 15:51:00.000,75.467,-113.784,920.031537,0.049360,-0.125202,0.009009
1 Jul 2007 15:52:00.000,78.289,-123.042,920.500215,0.044138,-0.189098,0.006594
1 Jul 2007 15:53:00.000,80.665,-137.306,920.820876,0.033918,-0.293695,0.004082
1 Jul 2007 15:54:00.000,82.180,-158.729,920.988809,0.014890,-0.415572,0.001509
1 Jul 2007 15:55:00.000,82.306,175.070,921.001547,-0.010878,-0.429142,-0.001085
1 Jul 2007 15:56:00.000,80.986,152.482,920.858903,-0.031493,-0.314513,-0.003664
1 Jul 2007 15:57:00.000,78.716,137.157,920.562972,-0.042904,-0.203167,-0.006189
1 Jul 2007 15:58:00.000,75.949,127.243,920.118102,-0.048717,-0.133451,-0.008622
1 Jul 2007 15:59:00.000,72.923,120.569,919.530832,-0.051834,-0.092576,-0.010929
1 Jul 2007 16:00:00.000,69.754,115.815,918.809802,-0.053643,-0.067860,-0.013076
1 Jul 2007 16:01:00.000,66.499,112.248,917.965623,-0.054775,-0.052159,-0.015029
1 Jul 2007 16:02:00.000,63.189,109.452,917.010733,-0.055529,-0.041698,-0.016761
1 Jul 2007 16:03:00.000,59.840,107.181,915.959216,-0.056059,-0.034436,-0.018246
1 Jul 2007 16:04:00.000,56.464,105.279,914.826597,-0.056450,-0.029219,-0.019461
1 Jul 2007 16:05:00.000,53.068,103.647,913.629622,-0.056749,-0.025360,-0.020389
1 Jul 2007 16:06:00.000,49.656,102.217,912.386012,-0.056985,-0.022438,-0.021014
1 Jul 2007 16:07:00.000,46.231,100.942,911.114204,-0.057177,-0.020182,-0.021327
1 Jul 2007 16:08:00.000,42.795,99.786,909.833082,-0.057336,-0.018411,-0.021324
1 Jul 2007 16:09:00.000,39.351,98.725,908.561696,-0.057471,-0.017003,-0.021003
1 Jul 2007 16:10:00.000,35.899,97.740,907.318979,-0.057586,-0.015873,-0.020369
1 Jul 2007 16:11:00.000,32.441,96.816,906.123466,-0.057686,-0.014960,-0.019431
1 Jul 2007 16:12:00.000,28.977,95.941,904.993012,-0.057771,-0.014219,-0.018203
1 Jul 2007 16:13:00.000,25.508,95.107,903.944524,-0.057845,-0.013617,-0.016703
1 Jul 2007 16:14:00.000,22.036,94.305,902.993703,-0.057908,-0.013131,-0.014952
1 Jul 2007 16:15:00.000,18.560,93.529,902.154806,-0.057961,-0.012742,-0.012977
1 Jul 2007 16:16:00.000,15.081,92.774,901.440422,-0.058004,-0.012436,-0.010806
1 Jul 2007 16:17:00.000,11.599,92.036,900.861283,-0.058039,-0.012204,-0.008474
1 Jul 2007 16:18:00.000,8.116,91.309,900.426096,-0.058064,-0.012038,-0.006014
1 Jul 2007 16:19:00.000,4.632,90.590,900.141407,-0.058080,-0.011933,-0.003464
1 Jul 2007 16:20:00.000,1.147,89.875,900.011501,-0.058087,-0.011886,-0.000861
1 Jul 2007 16:21:00.000,-2.338,89.162,900.038334,-0.058086,-0.011896,0.001754
1 Jul 2007 16:22:00.000,-5.823,88.447,900.221500,-0.058075,-0.011962,0.004343
1 Jul 2007 16:23:00.000,-9.307,87.726,900.558244,-0.058056,-0.012088,0.006867
1 Jul 2007 16:24:00.000,-12.790,86.995,901.043498,-0.058028,-0.012276,0.009288
1 Jul 2007 16:25:00.000,-16.270,86.251,901.669963,-0.057991,-0.012532,0.011568
1 Jul 2007 16:26:00.000,-19.749,85.490,902.428225,-0.057944,-0.012865,0.013675
1 Jul 2007 16:27:00.000,-23.224,84.706,903.306895,-0.057888,-0.013285,0.015577
1 Jul 2007 16:28:00.000,-26.695,83.893,904.292791,-0.057821,-0.013809,0.017245
1 Jul 2007 16:29:00.000,-30.162,83.046,905.371136,-0.057743,-0.014455,0.018655
1 Jul 2007 16:30:00.000,-33.624,82.156,906.525790,-0.057653,-0.015251,0.019786
1 Jul 2007 16:31:00.000,-37.080,81.212,907.739492,-0.057549,-0.016232,0.020621
1 Jul 2007 16:32:00.000,-40.529,80.203,908.994122,-0.057427,-0.017450,0.021148
1 Jul 2007 16:33:00.000,-43.971,79.112,910.270979,-0.057285,-0.018970,0.021361
1 Jul 2007 16:34:00.000,-47.403,77.919,911.551058,-0.057115,-0.020891,0.021256
1 Jul 2007 16:35:00.000,-50.824,76.595,912.815332,-0.056910,-0.023351,0.020835
1 Jul 2007 16:36:00.000,-54.231,75.102,914.045041,-0.056655,-0.026557,0.020105
1 Jul 2007 16:37:00.000,-57.621,73.387,915.221962,-0.056329,-0.030822,0.019077
1 Jul 2007 16:38:00.000,-60.989,71.372,916.328678,-0.055897,-0.036644,0.017768
1 Jul 2007 16:39:00.000,-64.326,68.943,917.348836,-0.055302,-0.044836,0.016196
1 Jul 2007 16:40:00.000,-67.620,65.917,918.267378,-0.054441,-0.056795,0.014385
1 Jul 2007 16:41:00.000,-70.849,62.003,919.070762,-0.053123,-0.075029,0.012362
1 Jul 2007 16:42:00.000,-73.978,56.697,919.747156,-0.050963,-0.104228,0.010157
1 Jul 2007 16:43:00.000,-76.932,49.104,920.286605,-0.047139,-0.153229,0.007803
1 Jul 2007 16:44:00.000,-79.566,37.624,920.681178,-0.039836,-0.236454,0.005334
1 Jul 2007 16:45:00.000,-81.574,19.892,920.925075,-0.025565,-0.358898,0.002786
1 Jul 2007 16:46:00.000,-82.439,-4.780,921.014713,-0.002019,-0.444141,0.000198
1 Jul 2007 16:47:00.000,-81.794,-30.146,920.948776,0.022530,-0.378051,-0.002393
1 Jul 2007 16:48:00.000,-79.923,-49.013,920.728232,0.038217,-0.253025,-0.004949
1 Jul 2007 16:49:00.000,-77.360,-61.283,920.356320,0.046316,-0.163302,-0.007433
