"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
1 Jul 2007 13:18:00.000,-81.593,145.019,920.927155,0.024583,-0.362922,-0.002673
1 Jul 2007 13:19:00.000,-79.632,127.009,920.689983,0.039244,-0.240984,-0.005223
1 Jul 2007 13:20:00.000,-77.025,115.298,920.301968,0.046800,-0.156366,-0.007695
1 Jul 2007 13:21:00.000,-74.087,107.553,919.768814,0.050758,-0.106255,-0.010055
1 Jul 2007 13:22:00.000,-70.968,102.148,919.098360,0.052990,-0.076370,-0.012266
1 Jul 2007 13:23:00.000,-67.745,98.166,918.300472,0.054350,-0.057721,-0.014297
1 Jul 2007 13:24:00.000,-64.456,95.094,917.386901,0.055235,-0.045502,-0.016118
1 Jul 2007 13:25:00.000,-61.122,92.630,916.371115,0.055846,-0.037141,-0.017700
1 Jul 2007 13:26:00.000,-57.758,90.589,915.268107,0.056288,-0.031205,-0.019021
1 Jul 2007 13:27:00.000,-54.370,88.853,914.094175,0.056622,-0.026860,-0.020061
1 Jul 2007 13:28:00.000,-50.964,87.344,912.866689,0.056883,-0.023598,-0.020804
1 Jul 2007 13:29:00.000,-47.545,86.006,911.603839,0.057092,-0.021095,-0.021239
1 Jul 2007 13:30:00.000,-44.114,84.802,910.324364,0.057265,-0.019142,-0.021358
1 Jul 2007 13:31:00.000,-40.674,83.701,909.047278,0.057410,-0.017597,-0.021159
1 Jul 2007 13:32:00.000,-37.225,82.684,907.791589,0.057533,-0.016361,-0.020645
1 Jul 2007 13:33:00.000,-33.770,81.733,906.576015,0.057639,-0.015364,-0.019823
1 Jul 2007 13:34:00.000,-30.309,80.836,905.418699,0.057730,-0.014555,-0.018706
1 Jul 2007 13:35:00.000,-26.843,79.984,904.336943,0.057809,-0.013899,-0.017308
1 Jul 2007 13:36:00.000,-23.372,79.166,903.346938,0.057877,-0.013367,-0.015651
1 Jul 2007 13:37:00.000,-19.898,78.377,902.463520,0.057934,-0.012940,-0.013759
1 Jul 2007 13:38:00.000,-16.420,77.612,901.699942,0.057981,-0.012601,-0.011661
1 Jul 2007 13:39:00.000,-12.940,76.864,901.067672,0.058019,-0.012340,-0.009388
1 Jul 2007 13:40:00.000,-9.458,76.129,900.576212,0.058048,-0.012148,-0.006973
1 Jul 2007 13:41:00.000,-5.975,75.405,900.232954,0.058068,-0.012020,-0.004454
1 Jul 2007 13:42:00.000,-2.490,74.686,900.043063,0.058078,-0.011950,-0.001868
1 Jul 2007 13:43:00.000,0.995,73.969,900.009396,0.058080,-0.011938,0.000747
1 Jul 2007 13:44:00.000,4.479,73.252,900.132461,0.058073,-0.011983,0.003350
1 Jul 2007 13:45:00.000,7.963,72.530,900.410406,0.058057,-0.012086,0.005903
1 Jul 2007 13:46:00.000,11.446,71.801,900.839047,0.058033,-0.012250,0.008367
1 Jul 2007 13:47:00.000,14.927,71.059,901.411936,0.057999,-0.012480,0.010705
1 Jul 2007 13:48:00.000,18.406,70.302,902.120460,0.057955,-0.012785,0.012883
1 Jul 2007 13:49:00.000,21.882,69.523,902.953976,0.057903,-0.013172,0.014866
1 Jul 2007 13:50:00.000,25.354,68.719,903.899972,0.057840,-0.013657,0.016627
1 Jul 2007 13:51:00.000,28.822,67.882,904.944266,0.057766,-0.014257,0.018139
1 Jul 2007 13:52:00.000,32.285,67.005,906.071217,0.057680,-0.014996,0.019379
1 Jul 2007 13:53:00.000,35.743,66.079,907.263971,0.057580,-0.015907,0.020330
1 Jul 2007 13:54:00.000,39.195,65.092,908.504711,0.057465,-0.017033,0.020977
1 Jul 2007 13:55:00.000,42.639,64.030,909.774933,0.057330,-0.018436,0.021311
1 Jul 2007 13:56:00.000,46.074,62.873,911.055717,0.057170,-0.020199,0.021329
1 Jul 2007 13:57:00.000,49.499,61.596,912.328020,0.056978,-0.022445,0.021029
1 Jul 2007 13:58:00.000,52.910,60.166,913.572947,0.056741,-0.025350,0.020417
1 Jul 2007 13:59:00.000,56.306,58.536,914.772041,0.056442,-0.029181,0.019503
1 Jul 2007 14:00:00.000,59.682,56.638,915.907549,0.056052,-0.034355,0.018300
1 Jul 2007 14:01:00.000,63.030,54.373,916.962682,0.055524,-0.041543,0.016827
1 Jul 2007 14:02:00.000,66.340,51.590,917.921859,0.054773,-0.051875,0.015106
1 Jul 2007 14:03:00.000,69.595,48.046,918.770932,0.053651,-0.067341,0.013162
1 Jul 2007 14:04:00.000,72.765,43.335,919.497393,0.051863,-0.091603,0.011024
1 Jul 2007 14:05:00.000,75.794,36.744,920.090547,0.048797,-0.131566,0.008724
1 Jul 2007 14:06:00.000,78.569,26.992,920.541669,0.043114,-0.199476,0.006295
1 Jul 2007 14:07:00.000,80.860,11.968,920.844129,0.032011,-0.308131,0.003774
1 Jul 2007 14:08:00.000,82.226,-10.215,920.993482,0.011887,-0.423278,0.001198
1 Jul 2007 14:09:00.000,82.167,-36.273,920.987533,-0.013751,-0.417048,-0.001396
1 Jul 2007 14:10:00.000,80.711,-57.921,920.826372,-0.033143,-0.298516,-0.003969
1 Jul 2007 14:11:00.000,78.370,-72.453,920.512364,-0.043693,-0.192939,-0.006485
1 Jul 2007 14:12:00.000,75.569,-81.899,920.050124,-0.049100,-0.127717,-0.008904
1 Jul 2007 14:13:00.000,72.527,-88.311,919.446447,-0.052034,-0.089310,-0.011193
1 Jul 2007 14:14:00.000,69.349,-92.913,918.710213,-0.053755,-0.065910,-0.013318
1 Jul 2007 14:15:00.000,66.089,-96.387,917.852260,-0.054841,-0.050937,-0.015246
1 Jul 2007 14:16:00.000,62.775,-99.123,916.885230,-0.055571,-0.040901,-0.016949
1 Jul 2007 14:17:00.000,59.424,-101.355,915.823388,-0.056086,-0.033899,-0.018402
1 Jul 2007 14:18:00.000,56.047,-103.230,914.682413,-0.056468,-0.028847,-0.019583
1 Jul 2007 14:19:00.000,52.650,-104.843,913.479178,-0.056761,-0.025099,-0.020475
1 Jul 2007 14:20:00.000,49.237,-106.260,912.231500,-0.056994,-0.022253,-0.021063
1 Jul 2007 14:21:00.000,45.812,-107.526,910.957879,-0.057183,-0.020049,-0.021338
1 Jul 2007 14:22:00.000,42.376,-108.675,909.677229,-0.057341,-0.018317,-0.021297
1 Jul 2007 14:23:00.000,38.931,-109.731,908.408597,-0.057474,-0.016938,-0.020938
1 Jul 2007 14:24:00.000,35.479,-110.713,907.170878,-0.057589,-0.015830,-0.020268
1 Jul 2007 14:25:00.000,32.021,-111.635,905.982536,-0.057687,-0.014934,-0.019294
1 Jul 2007 14:26:00.000,28.557,-112.508,904.861322,-0.057772,-0.014207,-0.018033
1 Jul 2007 14:27:00.000,25.089,-113.343,903.824007,-0.057845,-0.013616,-0.016501
1 Jul 2007 14:28:00.000,21.616,-114.145,902.886127,-0.057907,-0.013139,-0.014722
1 Jul 2007 14:29:00.000,18.140,-114.921,902.061746,-0.057959,-0.012758,-0.012723
1 Jul 2007 14:30:00.000,14.661,-115.677,901.363238,-0.058002,-0.012460,-0.010532
1 Jul 2007 14:31:00.000,11.180,-116.418,900.801097,-0.058035,-0.012235,-0.008183
1 Jul 2007 14:32:00.000,7.697,-117.147,900.383775,-0.058059,-0.012076,-0.005711
1 Jul 2007 14:33:00.000,4.213,-117.868,900.117551,-0.058074,-0.011977,-0.003152
1 Jul 2007 14:34:00.000,0.728,-118.585,900.006429,-0.058080,-0.011937,-0.000547
1 Jul 2007 14:35:00.000,-2.756,-119.302,900.052085,-0.058078,-0.011953,0.002067
1 Jul 2007 14:36:00.000,-6.241,-120.021,900.253829,-0.058066,-0.012027,0.004650
1 Jul 2007 14:37:00.000,-9.724,-120.746,900.608626,-0.058046,-0.012161,0.007162
1 Jul 2007 14:38:00.000,-13.206,-121.481,901.111137,-0.058017,-0.012358,0.009567
1 Jul 2007 14:39:00.000,-16.686,-122.231,901.753804,-0.057978,-0.012624,0.011828
1 Jul 2007 14:40:00.000,-20.163,-122.998,902.526970,-0.057930,-0.012969,0.013912
1 Jul 2007 14:41:00.000,-23.637,-123.789,903.419025,-0.057872,-0.013404,0.015786
1 Jul 2007 14:42:00.000,-27.108,-124.609,904.416585,-0.057804,-0.013945,0.017424
1 Jul 2007 14:43:00.000,-30.574,-125.465,905.504703,-0.057724,-0.014611,0.018801
1 Jul 2007 14:44:00.000,-34.034,-126.365,906.667095,-0.057631,-0.015433,0.019897
1 Jul 2007 14:45:00.000,-37.489,-127.320,907.886384,-0.057524,-0.016446,0.020695
1 Jul 2007 14:46:00.000,-40.937,-128.343,909.144374,-0.057399,-0.017703,0.021185
1 Jul 2007 14:47:00.000,-44.377,-129.451,910.422315,-0.057253,-0.019276,0.021360
1 Jul 2007 14:48:00.000,-47.807,-130.665,911.701189,-0.057078,-0.021265,0.021217
1 Jul 2007 14:49:00.000,-51.225,-132.014,912.961992,-0.056865,-0.023817,0.020758
1 Jul 2007 14:50:00.000,-54.629,-133.538,914.186017,-0.056599,-0.027149,0.019992
1 Jul 2007 14:51:00.000,-58.016,-135.294,915.355129,-0.056259,-0.031595,0.018930
1 Jul 2007 14:52:00.000,-61.378,-137.362,916.452031,-0.055807,-0.037681,0.017588
1 Jul 2007 14:53:00.000,-64.709,-139.865,917.460515,-0.055179,-0.046276,0.015987
1 Jul 2007 14:54:00.000,-67.994,-142.995,918.365698,-0.054266,-0.058876,0.014149
1 Jul 2007 14:55:00.000,-71.211,-147.063,919.154237,-0.052858,-0.078176,0.012103
1 Jul 2007 14:56:00.000,-74.319,-152.608,919.814520,-0.050532,-0.109221,0.009879
1 Jul 2007 14:57:00.000,-77.239,-160.588,920.336831,-0.046383,-0.161414,0.007510
1 Jul 2007 14:58:00.000,-79.810,-172.694,920.713489,-0.038427,-0.249240,0.005030
1 Jul 2007 14:59:00.000,-81.702,168.733,920.938960,-0.023063,-0.372361,0.002476
1 Jul 2007 15:00:00.000,-82.391,143.651,921.009931,0.001151,-0.441527,-0.000114
1 Jul 2007 15:01:00.000,-81.576,118.960,920.925360,0.024799,-0.361530,-0.002702
1 Jul 2007 15:02:00.000,-79.606,101.031,920.686488,0.039359,-0.239805,-0.005251
1 Jul 2007 15:03:00.000,-76.994,89.377,920.296825,0.046859,-0.155649,-0.007722
1 Jul 2007 15:04:00.000,-74.053,81.664,919.762098,0.050790,-0.105834,-0.010080
1 Jul 2007 15:05:00.000,-70.933,76.279,919.090170,0.053009,-0.076113,-0.012290
1 Jul 2007 15:06:00.000,-67.709,72.310,918.290929,0.054362,-0.057556,-0.014319
1 Jul 2007 15:07:00.000,-64.419,69.246,917.376145,0.055244,-0.045391,-0.016137
1 Jul 2007 15:08:00.000,-61.085,66.787,916.359306,0.055852,-0.037064,-0.017716
1 Jul 2007 15:09:00.000,-57.720,64.750,915.255417,0.056293,-0.031150,-0.019035
1 Jul 2007 15:10:00.000,-54.332,63.018,914.080793,0.056625,-0.026819,-0.020071
1 Jul 2007 15:11:00.000,-50.926,61.511,912.852814,0.056885,-0.023566,-0.020811
1 Jul 2007 15:12:00.000,-47.507,60.175,911.589675,0.057094,-0.021071,-0.021242
1 Jul 2007 15:13:00.000,-44.076,58.971,910.310122,0.057266,-0.019123,-0.021357
1 Jul 2007 15:14:00.000,-40.635,57.872,909.033170,0.057411,-0.017582,-0.021155
1 Jul 2007 15:15:00.000,-37.187,56.855,907.777825,0.057534,-0.016349,-0.020638
1 Jul 2007 15:16:00.000,-33.732,55.905,906.562800,0.057640,-0.015354,-0.019813
1 Jul 2007 15:17:00.000,-30.270,55.009,905.406232,0.057731,-0.014547,-0.018692
1 Jul 2007 15:18:00.000,-26.804,54.157,904.325409,0.057810,-0.013893,-0.017291
1 Jul 2007 15:19:00.000,-23.333,53.339,903.336509,0.057877,-0.013362,-0.015631
1 Jul 2007 15:20:00.000,-19.859,52.551,902.454353,0.057934,-0.012936,-0.013737
1 Jul 2007 15:21:00.000,-16.381,51.785,901.692175,0.057982,-0.012598,-0.011637
1 Jul 2007 15:22:00.000,-12.901,51.038,901.061421,0.058019,-0.012338,-0.009362
1 Jul 2007 15:23:00.000,-9.419,50.304,900.571572,0.058048,-0.012147,-0.006946
1 Jul 2007 15:24:00.000,-5.936,49.579,900.229994,0.058068,-0.012018,-0.004426
1 Jul 2007 15:25:00.000,-2.451,48.860,900.041827,0.058078,-0.011950,-0.001839
1 Jul 2007 15:26:00.000,1.033,48.144,900.009904,0.058080,-0.011938,0.000776
1 Jul 2007 15:27:00.000,4.518,47.426,900.134705,0.058073,-0.011983,0.003379
1 Jul 2007 15:28:00.000,8.002,46.705,900.414351,0.058057,-0.012087,0.005931
1 Jul 2007 15:29:00.000,11.485,45.975,900.844634,0.058032,-0.012252,0.008394
1 Jul 2007 15:30:00.000,14.966,45.233,901.419081,0.057998,-0.012483,0.010730
1 Jul 2007 15:31:00.000,18.444,44.475,902.129057,0.057955,-0.012788,0.012906
1 Jul 2007 15:32:00.000,21.920,43.697,902.963894,0.057902,-0.013177,0.014887
1 Jul 2007 15:33:00.000,25.392,42.892,903.911063,0.057839,-0.013663,0.016646
1 Jul 2007 15:34:00.000,28.861,42.055,904.956363,0.057765,-0.014264,0.018154
1 Jul 2007 15:35:00.000,32.324,41.178,906.084140,0.057679,-0.015005,0.019391
1 Jul 2007 15:36:00.000,35.782,40.251,907.277526,0.057579,-0.015918,0.020339
1 Jul 2007 15:37:00.000,39.233,39.263,908.518697,0.057464,-0.017047,0.020982
1 Jul 2007 15:38:00.000,42.677,38.200,909.789140,0.057328,-0.018453,0.021313
1 Jul 2007 15:39:00.000,46.112,37.041,911.069935,0.057168,-0.020222,0.021327
1 Jul 2007 15:40:00.000,49.536,35.763,912.342036,0.056975,-0.022473,0.021024
1 Jul 2007 15:41:00.000,52.948,34.331,913.586554,0.056738,-0.025387,0.020409
1 Jul 2007 15:42:00.000,56.344,32.698,914.785038,0.056439,-0.029230,0.019491
1 Jul 2007 15:43:00.000,59.719,30.797,915.919742,0.056047,-0.034423,0.018286
1 Jul 2007 15:44:00.000,63.067,28.528,916.973892,0.055517,-0.041638,0.016810
1 Jul 2007 15:45:00.000,66.377,25.738,917.931920,0.054763,-0.052014,0.015085
1 Jul 2007 15:46:00.000,69.631,22.184,918.779697,0.053635,-0.067554,0.013139
1 Jul 2007 15:47:00.000,72.800,17.456,919.504731,0.051837,-0.091944,0.010999
1 Jul 2007 15:48:00.000,75.826,10.838,920.096351,0.048752,-0.132139,0.008697
1 Jul 2007 15:49:00.000,78.598,1.041,920.545854,0.043028,-0.200448,0.006268
1 Jul 2007 15:50:00.000,80.881,-14.055,920.846633,0.031841,-0.309538,0.003746
1 Jul 2007 15:51:00.000,82.234,-36.316,920.994268,0.011613,-0.424117,0.001169
1 Jul 2007 15:52:00.000,82.158,-62.368,920.986590,-0.014018,-0.416079,-0.001425
1 Jul 2007 15:53:00.000,80.689,-83.937,920.823713,-0.033303,-0.297130,-0.003998
1 Jul 2007 15:54:00.000,78.341,-98.398,920.508029,-0.043775,-0.192009,-0.006512
1 Jul 2007 15:55:00.000,75.536,-107.802,920.044176,-0.049143,-0.127171,-0.008931
1 Jul 2007 15:56:00.000,72.492,-114.188,919.438974,-0.052058,-0.088984,-0.011218
1 Jul 2007 15:57:00.000,69.313,-118.775,918.701325,-0.053770,-0.065706,-0.013340
1 Jul 2007 15:58:00.000,66.052,-122.239,917.842088,-0.054851,-0.050803,-0.015266
1 Jul 2007 15:59:00.000,62.738,-124.968,916.873924,-0.055577,-0.040809,-0.016967
1 Jul 2007 16:00:00.000,59.387,-127.196,915.811113,-0.056091,-0.033834,-0.018417
1 Jul 2007 16:01:00.000,56.010,-129.067,914.669352,-0.056472,-0.028800,-0.019595
1 Jul 2007 16:02:00.000,52.612,-130.677,913.465525,-0.056764,-0.025063,-0.020483
1 Jul 2007 16:03:00.000,49.199,-132.092,912.217456,-0.056996,-0.022225,-0.021068
1 Jul 2007 16:04:00.000,45.774,-133.357,910.943652,-0.057185,-0.020028,-0.021340
1 Jul 2007 16:05:00.000,42.338,-134.505,909.663032,-0.057343,-0.018300,-0.021295
1 Jul 2007 16:06:00.000,38.893,-135.560,908.394640,-0.057476,-0.016925,-0.020933
1 Jul 2007 16:07:00.000,35.441,-136.541,907.157370,-0.057590,-0.015819,-0.020258
1 Jul 2007 16:08:00.000,31.982,-137.463,905.969678,-0.057688,-0.014925,-0.019282
1 Jul 2007 16:09:00.000,28.519,-138.336,904.849305,-0.057773,-0.014199,-0.018017
1 Jul 2007 16:10:00.000,25.050,-139.169,903.813012,-0.057845,-0.013610,-0.016483
1 Jul 2007 16:11:00.000,21.577,-139.971,902.876320,-0.057908,-0.013135,-0.014701
1 Jul 2007 16:12:00.000,18.101,-140.747,902.053273,-0.057960,-0.012755,-0.012699
1 Jul 2007 16:13:00.000,14.622,-141.503,901.356226,-0.058002,-0.012457,-0.010507
1 Jul 2007 16:14:00.000,11.141,-142.244,900.795651,-0.058035,-0.012233,-0.008156
1 Jul 2007 16:15:00.000,7.658,-142.973,900.379978,-0.058059,-0.012074,-0.005683
1 Jul 2007 16:16:00.000,4.174,-143.694,900.115459,-0.058074,-0.011976,-0.003124
1 Jul 2007 16:17:00.000,0.690,-144.411,900.006075,-0.058080,-0.011937,-0.000518
1 Jul 2007 16:18:00.000,-2.795,-145.127,900.053472,-0.058078,-0.011954,0.002096
1 Jul 2007 16:19:00.000,-6.280,-145.847,900.256938,-0.058066,-0.012028,0.004678
1 Jul 2007 16:20:00.000,-9.763,-146.572,900.613409,-0.058046,-0.012163,0.007190
1 Jul 2007 16:21:00.000,-13.245,-147.307,901.117523,-0.058016,-0.012360,0.009593
1 Jul 2007 16:22:00.000,-16.725,-148.057,901.761697,-0.057977,-0.012628,0.011852
1 Jul 2007 16:23:00.000,-20.202,-148.824,902.536251,-0.057929,-0.012974,0.013934
1 Jul 2007 16:24:00.000,-23.676,-149.615,903.429554,-0.057871,-0.013410,0.015806
1 Jul 2007 16:25:00.000,-27.146,-150.436,904.428205,-0.057803,-0.013951,0.017441
1 Jul 2007 16:26:00.000,-30.612,-151.292,905.517240,-0.057723,-0.014620,0.018815
1 Jul 2007 16:27:00.000,-34.073,-152.193,906.680360,-0.057630,-0.015443,0.019907
1 Jul 2007 16:28:00.000,-37.527,-153.149,907.900181,-0.057523,-0.016459,0.020703
1 Jul 2007 16:29:00.000,-40.975,-154.173,909.158496,-0.057398,-0.017719,0.021189
1 Jul 2007 16:30:00.000,-44.415,-155.282,910.436552,-0.057251,-0.019296,0.021360
1 Jul 2007 16:31:00.000,-47.845,-156.497,911.715329,-0.057075,-0.021290,0.021213
1 Jul 2007 16:32:00.000,-51.263,-157.848,912.975825,-0.056862,-0.023849,0.020751
1 Jul 2007 16:33:00.000,-54.667,-159.374,914.199338,-0.056596,-0.027192,0.019982
1 Jul 2007 16:34:00.000,-58.053,-161.133,915.367741,-0.056255,-0.031652,0.018917
1 Jul 2007 16:35:00.000,-61.415,-163.205,916.463747,-0.055801,-0.037761,0.017572
1 Jul 2007 16:36:00.000,-64.746,-165.714,917.471162,-0.055171,-0.046390,0.015967
1 Jul 2007 16:37:00.000,-68.030,-168.852,918.375120,-0.054254,-0.059047,0.014127
1 Jul 2007 16:38:00.000,-71.246,-172.933,919.162295,-0.052838,-0.078444,0.012079
1 Jul 2007 16:39:00.000,-74.353,-178.499,919.821094,-0.050498,-0.109662,0.009854
1 Jul 2007 16:40:00.000,-77.270,173.486,920.341825,-0.046321,-0.162165,0.007483
1 Jul 2007 16:41:00.000,-79.836,161.322,920.716831,-0.038305,-0.250462,0.005002
1 Jul 2007 16:42:00.000,-81.717,142.667,920.940599,-0.022837,-0.373711,0.002448
1 Jul 2007 16:43:00.000,-82.390,117.539,921.009844,0.001443,-0.441427,-0.000142
1 Jul 2007 16:44:00.000,-81.560,92.902,920.923547,0.025013,-0.360136,-0.002731
1 Jul 2007 16:45:00.000,-79.580,75.054,920.682976,0.039473,-0.238632,-0.005279
1 Jul 2007 16:46:00.000,-76.963,63.456,920.291667,0.046917,-0.154937,-0.007749
1 Jul 2007 16:47:00.000,-74.019,55.776,919.755369,0.050822,-0.105416,-0.010106
