1,1 Dec 2023 04:43:31.512,1 Dec 2023 04:43:34.950,3.438
2,1 Dec 2023 04:43:32.175,1 Dec 2023 04:43:35.290,3.115
3,1 Dec 2023 04:43:34.177,1 Dec 2023 04:43:36.987,2.810
4,1 Dec 2023 04:43:28.483,1 Dec 2023 04:43:31.798,3.315
5,1 Dec 2023 04:43:39.100,1 Dec 2023 04:43:41.775,2.675
